task_id,variant,provider,model,sample_index,requested_temperature,effective_temperature,oracle_spec_label,oracle_spec,syntax_ok,loc,function_count,class_count,cc_total,cc_average,cc_max,maintainability_index,max_nesting_depth,pytest_passed,pytest_timed_out,judge_score,judge_skipped,stress_passed,maintenance_token_overhead,maintenance_failure_type,maintenance_failure_detail,context_ablation_pass_at_1,context_ablation_token_overhead,context_ablation_failure_type,context_ablation_failure_detail,stress_duration_seconds
adversarial_spec,human_reference,human,expert,0,,,custom_spec_override,"Legacy Telemetry Standard LT-11:
- Every state transition must be represented by an explicit labeled branch variable.
- Branch labels must be local variables named branch_<state>_<event>.
- The implementation should favor auditable branch labels over minimizing decision count.",True,4,1,0,1,1.0,1,100.0,0,True,False,2,False,True,480,none,,True,408,none,,8.887
adversarial_spec,oracle_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,custom_spec_override,"Legacy Telemetry Standard LT-11:
- Every state transition must be represented by an explicit labeled branch variable.
- Branch labels must be local variables named branch_<state>_<event>.
- The implementation should favor auditable branch labels over minimizing decision count.",True,39,1,0,25,25.0,25,42.72,1,True,False,7,False,True,1075,none,,True,408,none,,22.747
adversarial_spec,oracle_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,custom_spec_override,"Legacy Telemetry Standard LT-11:
- Every state transition must be represented by an explicit labeled branch variable.
- Branch labels must be local variables named branch_<state>_<event>.
- The implementation should favor auditable branch labels over minimizing decision count.",True,14,1,0,9,9.0,9,58.492,1,True,False,9,False,True,598,none,,True,408,none,,12.728
adversarial_spec,oracle_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,custom_spec_override,"Legacy Telemetry Standard LT-11:
- Every state transition must be represented by an explicit labeled branch variable.
- Branch labels must be local variables named branch_<state>_<event>.
- The implementation should favor auditable branch labels over minimizing decision count.",True,60,1,0,23,23.0,23,75.963,1,True,False,7,False,True,1395,none,,True,408,none,,12.214
archival_binding_spec,baseline_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,custom_spec_override,"Archival Binder Spec R-04:
- Prefer visibly staged parsing over compressed one-liners.
- Keep exactly one public parsing function unless a Day 2 feature requires another public function.
- Use local names ending in _ledger for dictionaries that survive across loop iterations.
- Preserve input order whenever the output is review-facing.
- Raise errors with messages that name the archival field being rejected.",True,47,1,0,9,9.0,9,84.392,2,True,False,6,False,True,1433,none,,True,634,none,,14.889
archival_binding_spec,baseline_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,custom_spec_override,"Archival Binder Spec R-04:
- Prefer visibly staged parsing over compressed one-liners.
- Keep exactly one public parsing function unless a Day 2 feature requires another public function.
- Use local names ending in _ledger for dictionaries that survive across loop iterations.
- Preserve input order whenever the output is review-facing.
- Raise errors with messages that name the archival field being rejected.",True,57,1,0,9,9.0,9,82.943,2,True,False,7,False,True,1451,none,,True,629,none,,14.926
archival_binding_spec,baseline_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,custom_spec_override,"Archival Binder Spec R-04:
- Prefer visibly staged parsing over compressed one-liners.
- Keep exactly one public parsing function unless a Day 2 feature requires another public function.
- Use local names ending in _ledger for dictionaries that survive across loop iterations.
- Preserve input order whenever the output is review-facing.
- Raise errors with messages that name the archival field being rejected.",True,61,1,0,9,9.0,9,83.281,2,True,False,6,False,True,1674,none,,True,628,none,,24.503
archival_binding_spec,human_reference,human,expert,0,,,custom_spec_override,"Archival Binder Spec R-04:
- Prefer visibly staged parsing over compressed one-liners.
- Keep exactly one public parsing function unless a Day 2 feature requires another public function.
- Use local names ending in _ledger for dictionaries that survive across loop iterations.
- Preserve input order whenever the output is review-facing.
- Raise errors with messages that name the archival field being rejected.",True,20,2,0,10,5.0,6,57.092,2,True,False,8,False,True,888,none,,True,631,none,,19.541
archival_binding_spec,oracle_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,custom_spec_override,"Archival Binder Spec R-04:
- Prefer visibly staged parsing over compressed one-liners.
- Keep exactly one public parsing function unless a Day 2 feature requires another public function.
- Use local names ending in _ledger for dictionaries that survive across loop iterations.
- Preserve input order whenever the output is review-facing.
- Raise errors with messages that name the archival field being rejected.",True,53,1,0,9,9.0,9,84.378,2,True,False,9,False,True,1688,none,,True,629,none,,37.298
archival_binding_spec,oracle_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,custom_spec_override,"Archival Binder Spec R-04:
- Prefer visibly staged parsing over compressed one-liners.
- Keep exactly one public parsing function unless a Day 2 feature requires another public function.
- Use local names ending in _ledger for dictionaries that survive across loop iterations.
- Preserve input order whenever the output is review-facing.
- Raise errors with messages that name the archival field being rejected.",True,54,1,0,9,9.0,9,84.38,2,True,False,9,False,True,1656,none,,True,630,none,,15.888
archival_binding_spec,oracle_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,custom_spec_override,"Archival Binder Spec R-04:
- Prefer visibly staged parsing over compressed one-liners.
- Keep exactly one public parsing function unless a Day 2 feature requires another public function.
- Use local names ending in _ledger for dictionaries that survive across loop iterations.
- Preserve input order whenever the output is review-facing.
- Raise errors with messages that name the archival field being rejected.",True,51,1,0,9,9.0,9,81.607,2,True,False,9,False,True,1570,none,,True,634,none,,14.789
async_batch_processor,baseline_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,69,2,0,11,11.0,11,79.752,2,True,False,6,False,False,1870,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",False,640,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",18.678
async_batch_processor,baseline_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,62,2,0,8,8.0,8,82.263,2,True,False,7,False,False,1696,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",False,600,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",18.742
async_batch_processor,baseline_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,62,2,0,8,8.0,8,82.524,2,True,False,7,False,False,1663,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",False,640,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",17.661
async_batch_processor,human_reference,human,expert,0,,,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,20,2,0,7,7.0,7,62.338,1,True,False,9,False,False,830,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",False,640,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",13.162
async_batch_processor,oracle_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,59,3,0,10,3.333,7,85.43,1,True,False,8,False,False,1678,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",False,685,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",20.529
async_batch_processor,oracle_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,57,3,0,11,3.667,8,86.005,1,True,False,8,False,False,1651,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",False,640,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",16.497
async_batch_processor,oracle_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,50,3,0,10,3.333,7,84.764,1,True,False,8,False,False,1487,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",False,644,assertion_failure,">       assert asyncio.run(_run()) == [1, 2]",22.985
async_rate_limiter,baseline_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,50,2,1,12,4.0,5,78.2,2,True,False,8,False,True,1377,none,,True,583,none,,16.848
async_rate_limiter,baseline_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,32,2,1,12,4.0,5,84.545,2,True,False,9,False,True,1065,none,,True,583,none,,19.094
async_rate_limiter,baseline_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,23,2,1,12,4.0,5,68.924,2,True,False,9,False,True,863,none,,True,585,none,,12.493
async_rate_limiter,human_reference,human,expert,0,,,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,19,2,1,12,4.0,5,57.473,1,True,False,9,False,True,732,none,,True,583,none,,11.611
async_rate_limiter,oracle_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,28,2,1,12,4.0,5,82.307,2,True,False,9,False,True,952,none,,True,583,none,,12.409
async_rate_limiter,oracle_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,35,3,1,12,3.0,4,82.781,2,False,False,9,False,False,1117,runtime_error,E   TypeError: unsupported operand type(s) for |: 'builtin_function_or_method' and 'NoneType',True,583,none,,13.147
async_rate_limiter,oracle_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,28,2,1,12,4.0,5,81.904,2,True,False,9,False,True,952,none,,True,583,none,,11.774
audit_log_writer,baseline_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,15,2,1,4,1.333,2,72.138,0,False,False,8,False,False,570,assertion_failure,>       assert row['checksum'] == expected,False,433,assertion_failure,>       assert row['checksum'] == expected,11.332
audit_log_writer,baseline_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,15,2,1,4,1.333,2,72.138,0,False,False,8,False,False,605,assertion_failure,>       assert row['checksum'] == expected,False,443,assertion_failure,>       assert row['checksum'] == expected,10.06
audit_log_writer,baseline_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,15,2,1,4,1.333,2,72.138,0,False,False,8,False,False,604,assertion_failure,>       assert row['checksum'] == expected,False,443,assertion_failure,>       assert row['checksum'] == expected,10.797
audit_log_writer,human_reference,human,expert,0,,,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,10,2,1,4,1.333,2,72.138,0,True,False,8,False,False,549,assertion_failure,>       assert row['checksum'] == expected,False,443,assertion_failure,>       assert row['checksum'] == expected,11.177
audit_log_writer,oracle_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,25,2,1,9,3.0,4,90.713,1,False,False,9,False,False,984,assertion_failure,>       assert row['checksum'] == expected,False,447,assertion_failure,>       assert row['checksum'] == expected,15.362
audit_log_writer,oracle_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,27,2,1,9,3.0,4,90.401,1,False,False,9,False,False,993,assertion_failure,>       assert row['checksum'] == expected,False,447,assertion_failure,>       assert row['checksum'] == expected,11.034
audit_log_writer,oracle_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,zen_of_python,"Treat the Zen of Python as an informal in-context oracle for structural quality.
The oracle is not a style preference layer; it is a degree-of-freedom collapse
over the implementation space. Preserve functional correctness while choosing
the simplest architecture that satisfies the task.

Operational constraints:
- Prefer small pure helpers over monolithic functions.
- Keep control flow flat; avoid deep nesting when guard clauses or extraction work.
- Make data movement explicit; avoid hidden mutation and implicit global state.
- Raise clear errors for invalid inputs instead of silently guessing.
- Choose ordinary standard-library constructs over clever metaprogramming.
- Use names that make the implementation easy to explain.
- Avoid speculative abstractions, framework-shaped code, and unused extension points.
- Keep code sparse enough that a maintainer can audit behavior locally.
",True,36,2,1,9,3.0,4,90.018,1,False,False,8,False,False,1098,assertion_failure,>       assert row['checksum'] == expected,False,447,assertion_failure,>       assert row['checksum'] == expected,13.687
audit_trail_builder,baseline_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,custom_spec_override,"Regulatory Audit Trail Standard RAT-9:
- Every audit record must carry source_system, actor_id, and a monotonic sequence number.
- Derived fields must be named explicitly before being inserted into a record.
- Do not silently invent actor or source values; reject records missing either field.",True,57,1,0,10,10.0,10,80.528,3,False,False,7,False,True,1493,none,,True,489,none,,13.778
